emp_no,first_name,last_name,from_date,title
248295,Francesca,Rathonyi,1986-10-28,Staff
449194,Francesca,Sanella,1990-05-23,Senior Engineer
28404,Francesca,Schicker,1994-07-27,Senior Staff
104875,Francesca,Schrooten,1994-09-27,Senior Engineer
228233,Francesca,Serov,1986-07-13,Technique Leader
93785,Francesca,VanScheik,1988-06-17,Senior Engineer
267768,Francesca,Vigier,1988-07-16,Engineer
426666,Francesca,Willoner,1988-08-27,Engineer
88346,Francesca,Wissmann,1987-11-25,Engineer
463748,Francesca,Yeung,1985-10-30,Engineer
269924,Francoise,Berstel,1988-03-16,Senior Staff
69821,Francoise,Birdsall,1986-12-10,Senior Engineer
422227,Francoise,Brizzi,1986-10-26,Engineer
57335,Francoise,Casperson,1987-01-21,Senior Staff
89270,Francoise,Chachaty,1996-09-28,Engineer
95647,Francoise,Cheshire,1990-09-01,Assistant Engineer
296637,Francoise,Daescu,1987-12-07,Engineer
462062,Francoise,Einsfeld,1988-10-27,Senior Staff
258587,Francoise,Emden,1999-08-02,Engineer
453381,Francoise,Erie,1985-06-17,Engineer
491987,Francoise,Foong,1986-02-02,Staff
109795,Francoise,Fujisaki,1986-11-20,Senior Staff
287687,Francoise,Genin,1988-02-13,Senior Engineer
420578,Francoise,Kalsbeek,1987-11-04,Technique Leader
207317,Francoise,Naudin,1988-06-12,Staff
465413,Francoise,Oxenboll,1988-07-24,Senior Staff
422744,Francoise,Panwar,1995-09-16,Engineer
462875,Francoise,Picaronny,1996-03-21,Engineer
445304,Francoise,Polupanov,1987-10-19,Senior Staff
68911,Francoise,Ratzlaff,1989-09-08,Senior Engineer
62459,Francoise,Shobatake,1985-04-16,Engineer
421461,Francoise,Veeraraghavan,1988-07-03,Senior Engineer
239353,Francoise,Wynblatt,1986-07-01,Technique Leader
53259,Francoise,Zirintsis,1986-06-10,Staff
103776,Franziska,Ashish,1988-06-30,Senior Staff
24121,Franziska,Bale,1985-09-03,Engineer
212334,Franziska,Bellmore,1988-10-24,Engineer
440236,Franziska,Caine,1992-09-04,Senior Engineer
480043,Franziska,Chiola,1986-04-14,Staff
83845,Franziska,Chleq,1988-02-26,Senior Staff
228666,Franziska,Conde,1997-12-12,Engineer
45318,Franziska,Dalton,1986-08-09,Assistant Engineer
282002,Franziska,Eickenmeyer,1985-03-24,Staff
243278,Franziska,Gerlach,1992-01-06,Senior Staff
448054,Franziska,Imataki,1985-08-29,Senior Engineer
423275,Franziska,Jeansoulin,1985-11-29,Engineer
443925,Franziska,Jenevein,1996-10-27,Senior Engineer
489862,Franziska,Kornatzky,1999-06-25,Engineer
271201,Franziska,Lagarias,1986-08-24,Engineer
290558,Franziska,Linares,1997-03-31,Staff
53178,Franziska,Melichar,1988-12-18,Senior Engineer
427845,Franziska,Murillo,1995-12-06,Engineer
229480,Franziska,Passafiume,1994-10-12,Engineer
274090,Franziska,Peng,1996-03-19,Senior Staff
454110,Franziska,Ramalingam,1987-09-22,Engineer
41422,Franziska,Ramamoorthy,1986-10-06,Engineer
402067,Franziska,Serna,1988-11-05,Staff
472736,Franziska,Silva,1988-12-19,Senior Engineer
22429,Franziska,Terekhov,1985-10-17,Senior Engineer
429130,Franziska,Zlotek,1999-12-29,Engineer
40631,Frazer,Alameldin,1988-07-17,Staff
415282,Frazer,Alpay,1988-08-08,Senior Engineer
276299,Frazer,Bierman,1987-04-29,Engineer
100319,Frazer,Billingsley,1988-07-10,Senior Engineer
450048,Frazer,Bondorf,1998-11-25,Staff
71041,Frazer,Borovoy,1988-11-24,Senior Engineer
202921,Frazer,Brookner,1985-04-20,Senior Engineer
458700,Frazer,Cannard,1985-02-19,Senior Engineer
283698,Frazer,Delgrossi,1988-12-11,Staff
217970,Frazer,Escriba,1985-12-02,Senior Staff
280595,Frazer,Kitsuregawa,1988-04-04,Engineer
235826,Frazer,Kolinko,1986-12-10,Technique Leader
419387,Frazer,Lichtman,1998-01-24,Engineer
425942,Frazer,Litvinov,1989-06-04,Senior Staff
69287,Frazer,Luders,1994-01-28,Technique Leader
244341,Frazer,Muchinsky,1992-06-20,Staff
94164,Frazer,Naumovich,1986-09-27,Staff
290910,Frazer,Pepe,1986-10-14,Senior Staff
58300,Frazer,Picco,1999-04-27,Senior Staff
294219,Frazer,Remmele,1985-12-01,Technique Leader
24207,Frazer,Rodham,1993-03-27,Assistant Engineer
278949,Frazer,Rosenbaum,1988-12-27,Senior Staff
93164,Frazer,Ruemmler,1994-03-01,Staff
102336,Frazer,Schlenzig,1985-06-14,Senior Engineer
280977,Frazer,Shokrollahi,1996-12-19,Assistant Engineer
456657,Frederique,Akaboshi,1995-04-07,Staff
466701,Frederique,Ashish,1998-08-06,Staff
275565,Frederique,Bail,1998-05-17,Senior Staff
296619,Frederique,Brickell,1997-01-11,Senior Engineer
227701,Frederique,Brizzi,1986-12-03,Technique Leader
211999,Frederique,Demian,1986-09-30,Technique Leader
271186,Frederique,Engberts,1992-06-07,Senior Engineer
82371,Frederique,Erev,1986-05-17,Senior Staff
82276,Frederique,Genin,1988-01-07,Senior Staff
81368,Frederique,Ghemri,1992-08-27,Senior Engineer
48799,Frederique,Giarratana,1987-11-18,Engineer
420032,Frederique,Godskesen,1999-02-01,Engineer
35476,Frederique,Heinisuo,1994-04-08,Senior Staff
245886,Frederique,Herath,1999-06-15,Assistant Engineer
499357,Frederique,Hitomi,1986-11-15,Senior Engineer
17512,Frederique,Hofmeyr,1998-01-05,Engineer
61788,Frederique,Matzke,1993-05-08,Staff
66828,Frederique,Narahara,1995-09-20,Engineer
105234,Frederique,Navazio,1992-10-02,Senior Engineer
90680,Frederique,Nyrup,1985-10-12,Senior Engineer
299168,Frederique,Osgood,1989-08-24,Senior Staff
401564,Frederique,Peha,1999-04-12,Engineer
68233,Frederique,Penz,1985-07-27,Senior Engineer
248437,Frederique,Porotnikoff,1987-01-20,Senior Staff
212726,Frederique,Ramsey,1988-01-07,Engineer
77908,Frederique,Shimshoni,1989-03-08,Engineer
83125,Frederique,Staudhammer,1986-05-12,Engineer
449181,Frederique,Tagansky,1986-09-11,Engineer
77601,Frederique,Toyoshima,1986-05-03,Senior Staff
43306,Frederique,Zweizig,1989-09-05,Senior Engineer
238290,Freyja,Awdeh,1985-09-26,Senior Staff
463806,Freyja,Borstler,1999-02-24,Engineer
435165,Freyja,Coors,1989-04-09,Senior Engineer
238769,Freyja,Ducloy,1997-03-23,Staff
299634,Freyja,Frezza,1986-12-24,Senior Staff
92835,Freyja,Godskesen,1986-03-20,Senior Engineer
467697,Freyja,Hebert,1991-02-18,Senior Engineer
259075,Freyja,Herbst,1996-02-12,Engineer
67553,Freyja,Hutter,1987-07-02,Senior Staff
231193,Freyja,Isaac,1990-04-03,Senior Engineer
249548,Freyja,Jiafu,1999-05-29,Engineer
471424,Freyja,Jiang,1999-06-15,Senior Staff
238968,Freyja,Jonsson,1986-12-05,Senior Staff
282446,Freyja,Kinley,1999-01-14,Engineer
264383,Freyja,Krohn,1996-11-07,Technique Leader
219479,Freyja,Llado,1997-08-17,Senior Engineer
413916,Freyja,Luks,1991-03-27,Senior Staff
274534,Freyja,McClurg,1985-08-19,Engineer
433271,Freyja,Naumovich,1989-09-15,Engineer
475403,Freyja,Otillio,1991-06-06,Senior Engineer
459085,Freyja,Pearson,1996-07-23,Senior Staff
51548,Freyja,Rahimi,1996-06-02,Senior Engineer
51194,Freyja,Schach,1989-10-10,Senior Engineer
107593,Freyja,Schwaller,1988-04-21,Senior Engineer
57217,Freyja,Sommer,1996-05-21,Engineer
417841,Freyja,Sridhar,1998-02-24,Senior Staff
465443,Freyja,Straney,1988-08-22,Staff
261624,Freyja,Takanami,1990-09-18,Staff
456281,Freyja,Trystram,1994-05-27,Senior Staff
286875,Freyja,Wielonsky,1995-03-14,Staff
441839,Froduald,Christ,1986-02-15,Staff
202246,Froduald,Danecki,1986-12-10,Senior Engineer
427554,Froduald,Francisci,1987-10-08,Senior Staff
68940,Froduald,Garrabrants,1988-07-20,Staff
58646,Froduald,Goodrum,1988-06-29,Engineer
268022,Froduald,Gyorkos,1999-06-13,Staff
258944,Froduald,Hatcliff,1987-08-09,Senior Engineer
255546,Froduald,Kroll,1998-03-28,Staff
83806,Froduald,Kumaresan,1990-08-23,Engineer
494022,Froduald,Langford,1987-08-19,Senior Engineer
219478,Froduald,Malinowski,1986-11-22,Staff
426275,Froduald,Masada,1988-09-19,Engineer
56400,Froduald,Munke,1992-06-01,Senior Engineer
57968,Froduald,Perng,1992-08-22,Assistant Engineer
493557,Froduald,Renear,1985-07-21,Senior Staff
209829,Froduald,Rosca,1997-12-27,Staff
263582,Froduald,Ruther,1988-10-01,Senior Engineer
23300,Froduald,Schauser,1987-09-19,Senior Staff
106293,Froduald,Schicker,1988-03-17,Staff
25717,Froduald,Speek,1993-11-03,Staff
48129,Froduald,Standera,1987-04-01,Engineer
284990,Froduald,Theuretzbacher,1993-03-14,Senior Staff
410124,Froduald,Veccia,1998-10-30,Senior Engineer
261883,Froduald,Versino,1985-03-17,Senior Engineer
238643,Fumiko,Anido,1990-11-10,Staff
286489,Fumiko,Arlazarov,1990-04-07,Engineer
430759,Fumiko,Buchter,1985-02-02,Staff
440804,Fumiko,Harllee,1987-01-05,Senior Staff
279514,Fumiko,Heyers,1988-08-29,Engineer
495844,Fumiko,Impagliazzo,1986-05-04,Senior Staff
428266,Fumiko,Junot,1990-03-16,Senior Engineer
413441,Fumiko,Koshiba,1995-01-18,Senior Staff
50639,Fumiko,Kruskal,1986-12-30,Technique Leader
106331,Fumiko,Lorch,1990-10-17,Engineer
406768,Fumiko,Montresor,1990-09-15,Engineer
37117,Fumiko,Munoz,1996-01-10,Assistant Engineer
36754,Fumiko,Negoita,1990-05-28,Senior Engineer
241011,Fumiko,Scallan,1985-12-04,Senior Engineer
480322,Fumiko,Showalter,1991-03-06,Senior Engineer
102777,Fumiko,Stille,1988-12-17,Senior Engineer
40904,Fumiko,Willoner,1987-08-17,Technique Leader
108536,Fumino,Baba,1987-12-23,Staff
451002,Fumino,Bahk,1985-03-24,Engineer
20635,Fumino,Baja,1999-08-16,Engineer
85739,Fumino,Benzaken,1985-09-15,Senior Engineer
231401,Fumino,Biran,1990-01-18,Senior Engineer
101086,Fumino,Breugel,1996-09-28,Assistant Engineer
248537,Fumino,Cyne,1995-08-28,Engineer
407636,Fumino,Dulay,1990-07-15,Senior Staff
86448,Fumino,Garnier,1992-04-05,Senior Engineer
423893,Fumino,Gerteisen,1988-07-12,Engineer
489467,Fumino,Hofman,1987-08-28,Senior Engineer
403409,Fumino,Iivonen,1985-11-21,Senior Engineer
206634,Fumino,Jiang,1992-09-18,Senior Staff
54674,Fumino,Kaiserswerth,1986-06-03,Senior Staff
89133,Fumino,Kermarrec,1989-07-08,Technique Leader
440423,Fumino,Marquardt,1986-07-02,Engineer
292432,Fumino,Muhlberg,1989-02-24,Senior Staff
79566,Fumino,Peron,1993-08-13,Senior Staff
103566,Fumino,Pouyioutas,1988-04-14,Senior Engineer
262663,Fumino,Riexinger,1994-05-28,Senior Staff
64731,Fumino,Rosay,1992-03-19,Senior Engineer
433481,Fumino,Rouquie,1995-10-23,Engineer
411719,Fumino,Sambasivam,1985-08-08,Senior Engineer
486207,Fumino,Valtorta,1995-09-04,Staff
258581,Fumitaka,Ariola,1989-10-10,Senior Engineer
421251,Fumitaka,Assaf,1987-06-29,Senior Staff
100117,Fumitaka,Beerel,1987-10-25,Senior Staff
295692,Fumitaka,Birnbaum,1988-07-25,Senior Staff
224871,Fumitaka,Conry,1995-03-01,Senior Staff
482289,Fumitaka,Cooman,1986-02-28,Staff
241623,Fumitaka,Knightly,1985-10-09,Staff
232750,Fumitaka,Majewski,1987-04-12,Senior Staff
47952,Fumitaka,Motley,1997-02-05,Staff
238538,Fumitaka,Pehl,1990-05-18,Senior Engineer
266377,Fumitaka,Ranon,1989-03-26,Senior Engineer
457360,Fumitaka,Rosar,1994-04-16,Senior Staff
228427,Fumitaka,Rothenberg,1992-02-18,Senior Engineer
491789,Fumitaka,Schnabel,1994-03-01,Engineer
465321,Fumitaka,Slobodova,1985-09-16,Senior Staff
428537,Fumitaka,Vecchi,1993-01-24,Senior Staff
438404,Fumitake,Auria,1992-08-11,Staff
13392,Fumitake,Beidas,1988-08-26,Staff
11681,Fumitake,Benzmuller,1988-08-27,Senior Engineer
76477,Fumitake,Callaway,1990-05-22,Senior Engineer
241204,Fumitake,Dehkordi,1986-01-29,Senior Engineer
210216,Fumitake,Feldmann,1985-12-16,Senior Engineer
449117,Fumitake,Genin,1987-04-29,Senior Staff
434760,Fumitake,Gill,1998-05-31,Engineer
275431,Fumitake,Gomatam,1998-05-25,Engineer
461997,Fumitake,Hempstead,1989-01-24,Staff
74056,Fumitake,Ishibashi,1997-03-28,Engineer
269205,Fumitake,Junet,1985-09-27,Senior Staff
40946,Fumitake,Mahmud,1987-03-14,Assistant Engineer
81440,Fumitake,Melski,1985-03-09,Engineer
222512,Fumitake,Murtafg,1998-11-09,Staff
454750,Fumitake,Naudin,1986-01-02,Engineer
80981,Fumitake,Niizuma,1993-11-18,Assistant Engineer
12726,Fumitake,Panwar,1994-05-19,Senior Engineer
41917,Fumitake,Schlumberger,1988-09-04,Staff
210931,Fumitake,Slutz,1990-06-12,Senior Staff
453541,Fumitake,Stasinski,1986-09-21,Engineer
51806,Fumitake,Tasistro,1996-09-30,Staff
283052,Fumitake,Tempesti,1987-02-06,Senior Engineer
464151,Fumitake,Zumaque,1986-08-14,Senior Staff
70565,Fumiya,Bergere,1989-04-14,Engineer
263147,Fumiya,Broomell,1996-04-09,Senior Engineer
86674,Fumiya,Candan,1995-04-16,Staff
496055,Fumiya,Delgrande,1986-08-04,Staff
443909,Fumiya,Detkin,1997-07-30,Senior Staff
435810,Fumiya,Deyuan,1987-04-26,Engineer
102187,Fumiya,Eickenmeyer,1992-09-07,Senior Staff
407435,Fumiya,Ellozy,1987-05-20,Senior Engineer
275435,Fumiya,Gluchowski,1989-04-03,Senior Staff
233649,Fumiya,Gustavson,1991-01-14,Senior Staff
26106,Fumiya,Halevi,1997-04-29,Staff
240260,Fumiya,Herber,1985-03-23,Senior Staff
209544,Fumiya,Kobuchi,1985-07-09,Senior Engineer
258927,Fumiya,Kragelund,1988-09-15,Senior Staff
51691,Fumiya,Lagarias,1986-07-23,Technique Leader
216885,Fumiya,Leuchs,1986-06-04,Senior Engineer
229092,Fumiya,Morrin,1992-07-10,Engineer
414772,Fumiya,Raney,1985-11-05,Technique Leader
485757,Fumiya,Ratnaker,1993-11-14,Senior Engineer
87504,Fumiya,Takanami,1988-11-14,Assistant Engineer
494366,Fumiya,Taubenfeld,1996-09-18,Senior Engineer
282129,Fumiya,Varman,1987-03-15,Senior Staff
407537,Fumiya,Walston,1988-01-19,Engineer
229317,Fumiya,Wegerle,1985-06-05,Senior Engineer
268740,Fumiya,Zhang,1987-03-09,Senior Engineer
277029,Fumiyo,Bade,1996-11-04,Staff
410117,Fumiyo,Beausoleil,1998-11-17,Staff
237724,Fumiyo,Birch,1986-08-22,Staff
453278,Fumiyo,Camurati,1987-08-07,Staff
202727,Fumiyo,Constantine,1985-06-23,Engineer
49619,Fumiyo,Cools,1986-08-26,Senior Engineer
281760,Fumiyo,Cronau,1985-02-03,Senior Staff
419296,Fumiyo,Delgrande,1985-08-24,Technique Leader
446380,Fumiyo,Egerstedt,1998-11-05,Staff
424157,Fumiyo,Felder,1986-03-07,Senior Staff
62930,Fumiyo,Flanders,1985-04-18,Senior Engineer
296906,Fumiyo,Gips,1988-04-12,Senior Staff
50828,Fumiyo,Henders,1988-01-02,Senior Engineer
203198,Fumiyo,Hertweck,1986-12-28,Senior Engineer
18866,Fumiyo,Hettesheimer,1997-04-10,Assistant Engineer
96534,Fumiyo,Leslie,1986-08-27,Senior Engineer
40597,Fumiyo,Limongiello,1986-07-11,Senior Engineer
76250,Fumiyo,Linnainmaa,1991-03-07,Engineer
439927,Fumiyo,Manders,1989-12-10,Senior Engineer
280764,Fumiyo,Minakawa,1989-01-02,Engineer
480199,Fumiyo,Msuda,1991-09-17,Senior Staff
261526,Fumiyo,Munro,1991-04-10,Senior Staff
36760,Fumiyo,Norsworthy,1985-07-14,Engineer
469894,Fumiyo,Pargas,1989-04-22,Senior Engineer
102292,Fumiyo,Peltason,1987-10-28,Technique Leader
238078,Fumiyo,Peroz,1985-06-14,Senior Engineer
410798,Fumiyo,Plumb,1997-04-16,Engineer
417548,Fumiyo,Schaap,1988-03-17,Senior Staff
273329,Fumiyo,Scharstein,1999-04-29,Staff
90059,Fumiyo,Setia,1988-10-20,Engineer
431441,Fumiyo,Sinicrope,1998-01-21,Staff
475654,Fumiyo,Tibblin,1988-10-31,Senior Engineer
238056,Fumiyo,Vakili,1986-07-20,Staff
88825,Fun,Alvarado,1998-10-22,Staff
235601,Fun,Angel,1987-10-16,Senior Engineer
260144,Fun,Baja,1989-07-06,Senior Staff
239648,Fun,Birsak,1994-02-26,Senior Staff
265550,Fun,Bottner,1996-07-09,Staff
202971,Fun,Dayana,1986-04-10,Senior Staff
447750,Fun,Engberts,1989-04-29,Senior Engineer
232289,Fun,Farrag,1996-01-28,Senior Engineer
261272,Fun,Gopalakrishnan,1987-05-01,Engineer
299012,Fun,Hofstetter,1987-05-21,Senior Staff
265936,Fun,Kawashimo,1998-10-13,Senior Staff
496868,Fun,Klyachko,1998-03-14,Staff
44148,Fun,Marchesini,1988-12-06,Senior Staff
452093,Fun,Menhoudj,1994-04-02,Senior Engineer
283062,Fun,Naumovich,1990-08-29,Senior Engineer
489499,Fun,Nicolson,1986-01-14,Engineer
59242,Fun,Peak,1996-05-19,Senior Staff
483448,Fun,Peternell,1995-09-11,Senior Engineer
78794,Fun,Rajaraman,1986-11-05,Senior Staff
450457,Fun,Ranka,1991-11-04,Senior Staff
32158,Fun,Ranta,1988-04-23,Senior Engineer
492303,Fun,Reistad,1999-09-24,Staff
60890,Fun,Schnabel,1995-04-18,Engineer
274624,Fun,Serna,1991-02-19,Technique Leader
282578,Fun,Servi,1986-02-05,Senior Staff
279436,Fun,Setiz,1985-08-03,Senior Engineer
263583,Fun,Speel,1985-12-20,Engineer
92338,Fun,Verspoor,1995-01-25,Senior Engineer
435313,Fun,Vitiello,1988-11-09,Senior Staff
297900,Fuqing,Bala,1998-01-31,Staff
250225,Fuqing,Beerel,1992-06-20,Senior Engineer
19035,Fuqing,Bellone,1988-03-15,Engineer
202539,Fuqing,Brookman,1999-04-24,Engineer
286169,Fuqing,Chleq,1992-09-20,Engineer
37164,Fuqing,Coney,1986-04-13,Assistant Engineer
36223,Fuqing,Cooley,1995-02-25,Engineer
439887,Fuqing,Dusink,1989-09-27,Staff
444697,Fuqing,Emden,1988-04-25,Senior Engineer
470018,Fuqing,Erez,1999-05-30,Staff
280179,Fuqing,Flexer,1986-12-23,Staff
459813,Fuqing,Giveon,1997-07-12,Senior Engineer
406310,Fuqing,Glowinski,1994-11-05,Engineer
56562,Fuqing,Hennings,1992-01-18,Senior Staff
91107,Fuqing,Hmelo,1991-07-08,Senior Staff
424425,Fuqing,Isaac,1992-12-08,Staff
66159,Fuqing,Jervis,1988-05-28,Engineer
80546,Fuqing,Matzel,1985-09-02,Staff
60860,Fuqing,Munch,1987-12-21,Senior Staff
201729,Fuqing,Nilsson,1995-06-23,Engineer
492376,Fuqing,Pagter,1988-11-13,Senior Engineer
284228,Fuqing,Pelc,1993-12-08,Staff
473160,Fuqing,Rosay,1999-03-11,Staff
67198,Fuqing,Schahn,1993-05-08,Staff
463311,Fuqing,Scharstein,1986-03-31,Senior Engineer
489340,Fuqing,Setlzner,1995-05-14,Senior Staff
479812,Fuqing,Staudhammer,1985-04-28,Senior Staff
256858,Fuqing,Strooper,1986-01-22,Senior Engineer
43387,Fuqing,Syang,1987-11-13,Senior Staff
466121,Fuqing,Trumbly,1988-06-06,Senior Staff
261153,Fusako,Anily,1988-06-22,Senior Engineer
235263,Fusako,Apsitis,1987-02-01,Senior Staff
411834,Fusako,Beetstra,1999-08-20,Senior Staff
266242,Fusako,Berstel,1987-07-05,Senior Staff
277762,Fusako,Bondorf,1986-12-01,Senior Staff
250079,Fusako,Bouloucos,1987-12-25,Staff
103960,Fusako,Brobst,1987-06-24,Staff
461693,Fusako,Cappello,1990-09-07,Engineer
274903,Fusako,Crooks,1985-08-24,Staff
231705,Fusako,Feldhoffer,1986-03-27,Senior Engineer
400079,Fusako,Ferriere,1987-11-01,Engineer
87991,Fusako,Gubsky,1992-10-14,Senior Staff
234311,Fusako,Haddadi,1986-11-21,Staff
493855,Fusako,Iacovou,1988-07-24,Senior Engineer
459711,Fusako,Junot,1999-07-15,Staff
222404,Fusako,Kilgour,1986-09-19,Senior Staff
201896,Fusako,Kohling,1988-07-08,Senior Engineer
422083,Fusako,Kowalchuk,1985-02-20,Senior Staff
251921,Fusako,Mellouli,1985-10-12,Engineer
479516,Fusako,Niizuma,1988-08-16,Senior Engineer
233118,Fusako,Otillio,1987-01-22,Engineer
298408,Fusako,Pardalos,1985-08-27,Engineer
104610,Fusako,Peak,1994-06-29,Senior Staff
54584,Fusako,Plotkin,1999-05-21,Engineer
221631,Fusako,Ponthieu,1985-12-23,Senior Staff
472925,Fusako,Prampolini,1988-12-12,Senior Staff
410893,Fusako,Schlumberger,1985-08-25,Staff
484811,Fusako,Schrift,1986-04-03,Engineer
252058,Fusako,Shiratori,1987-04-19,Senior Staff
85958,Fusako,Vadhan,1986-12-05,Senior Staff
470419,Fusako,Woycyznski,1990-08-20,Staff
101078,Fusako,Zedlitz,1985-02-05,Senior Engineer
499429,Gad,Ambroszkiewicz,1994-12-29,Technique Leader
67233,Gad,Baalen,1988-07-16,Senior Staff
289646,Gad,Bazelow,1987-02-01,Engineer
12803,Gad,Boissier,1985-03-16,Staff
212348,Gad,Butterworth,1991-05-28,Technique Leader
409948,Gad,Daescu,1986-03-31,Technique Leader
34013,Gad,Dolinsky,1995-02-10,Engineer
88340,Gad,Fiutem,1990-08-22,Staff
448260,Gad,Garnick,1999-11-07,Staff
461638,Gad,Hettesheimer,1986-03-03,Technique Leader
469887,Gad,Highland,1992-10-15,Senior Engineer
79910,Gad,Honglei,1985-03-12,Senior Staff
52144,Gad,Hoogerwoord,1987-12-22,Engineer
480090,Gad,Krone,1987-10-11,Staff
39648,Gad,Lanphier,1997-04-11,Senior Staff
298372,Gad,Laurillard,1987-03-02,Senior Engineer
293446,Gad,Leppanen,1988-11-09,Senior Engineer
416388,Gad,Leslie,1988-04-10,Senior Engineer
469153,Gad,Masaki,1991-01-01,Staff
224467,Gad,Miyakawa,1985-04-29,Engineer
453186,Gad,Nittel,1994-12-16,Staff
88835,Gad,Nivat,1988-03-10,Assistant Engineer
206639,Gad,Openshaw,1986-05-19,Senior Engineer
449223,Gad,Peak,1986-06-28,Staff
45798,Gad,Plotkin,1987-06-08,Senior Staff
98518,Gad,Rahimi,1995-01-22,Engineer
267971,Gad,Rodiger,1985-09-28,Senior Staff
477852,Gad,Rosay,1985-08-09,Engineer
64288,Gad,Siochi,1988-06-28,Technique Leader
74634,Gad,Strandh,1987-11-27,Staff
409035,Gad,Vadhan,1999-08-17,Engineer
460956,Gad,Vieri,1999-12-21,Engineer
298265,Gad,Yetto,1990-09-18,Senior Engineer
257699,Gad,Zykh,1986-08-30,Senior Engineer
256929,Gadiel,Anguita,1995-09-06,Staff
429761,Gadiel,Auyong,1986-06-02,Senior Engineer
460144,Gadiel,Azuma,1987-07-07,Senior Engineer
415912,Gadiel,Begiun,1988-09-09,Engineer
490594,Gadiel,Bugaenko,1985-04-01,Senior Engineer
409522,Gadiel,Cheshire,1992-05-10,Assistant Engineer
54548,Gadiel,Crouzet,1991-06-18,Senior Engineer
225714,Gadiel,Dayang,1988-01-29,Senior Engineer
467904,Gadiel,Eppinger,1988-06-12,Engineer
208686,Gadiel,Farrag,1985-05-15,Senior Staff
259391,Gadiel,Fiebach,1985-10-13,Senior Engineer
430698,Gadiel,Hatcliff,1988-09-16,Senior Engineer
73621,Gadiel,Imataki,1990-02-08,Staff
91473,Gadiel,Kuzuoka,1987-03-03,Engineer
461691,Gadiel,Lichtman,1996-02-22,Staff
495192,Gadiel,Maliniak,1990-08-14,Senior Staff
290454,Gadiel,Malinowski,1987-05-04,Senior Staff
28209,Gadiel,Millington,1989-08-07,Senior Staff
62892,Gadiel,Muniz,1993-05-10,Staff
62811,Gadiel,Pettey,1989-05-07,Senior Engineer
107782,Gadiel,Rajala,1988-08-20,Staff
270076,Gadiel,Rohrbach,1999-08-15,Staff
253359,Gadiel,Terwilliger,1988-02-13,Engineer
60669,Gaetan,Antonakopoulos,1988-05-21,Senior Engineer
255925,Gaetan,Berztiss,1999-09-22,Engineer
55639,Gaetan,Bridgland,1986-10-11,Senior Engineer
268656,Gaetan,Copas,1992-11-02,Senior Staff
242333,Gaetan,Dolinsky,1987-12-28,Senior Engineer
28394,Gaetan,Emiris,1989-12-06,Senior Staff
449965,Gaetan,Gilg,1986-03-05,Staff
223547,Gaetan,Heijenga,1985-03-13,Senior Engineer
211151,Gaetan,Hertweck,1998-03-24,Engineer
245132,Gaetan,Hiroyama,1987-02-26,Technique Leader
454497,Gaetan,Kakkar,1985-09-29,Senior Staff
481586,Gaetan,Keohane,1993-06-10,Staff
227595,Gaetan,Kragelund,1991-03-02,Senior Engineer
46749,Gaetan,Lamparter,1988-01-22,Senior Engineer
84114,Gaetan,Naudin,1996-08-26,Engineer
35096,Gaetan,Olivero,1985-02-23,Senior Engineer
403332,Gaetan,Peck,1985-06-06,Senior Staff
409819,Gaetan,Pellegrinelli,1992-12-15,Engineer
450585,Gaetan,Remmele,1988-02-17,Senior Staff
403552,Gaetan,Selvestrel,1992-09-24,Staff
247984,Gaetan,Srimani,1992-01-26,Senior Staff
411252,Gaetan,Stafford,1991-09-06,Senior Staff
406420,Gaetan,Thummel,1985-10-07,Senior Engineer
248335,Gaetan,Tibblin,1986-05-23,Technique Leader
414750,Gaetan,Tyugu,1992-05-05,Staff
215124,Gaetan,Waschkowski,1985-04-11,Staff
105222,Gaetan,Weiland,1986-05-21,Senior Engineer
298116,Gaetan,Zhang,1986-01-06,Senior Staff
51943,Gal,Arlazarov,1986-07-08,Engineer
38993,Gal,Aseltine,2000-01-10,Staff
236228,Gal,Baez,1998-08-05,Staff
26126,Gal,Candan,1992-07-05,Senior Engineer
498499,Gal,Coorg,1996-10-09,Technique Leader
220549,Gal,Cusworth,1997-09-06,Senior Engineer
85230,Gal,Demke,1998-08-29,Staff
42274,Gal,Grospietsch,1998-12-28,Assistant Engineer
495033,Gal,Halloran,1992-10-16,Senior Staff
204440,Gal,Kumaresan,1986-03-10,Senior Engineer
70132,Gal,Manders,1997-07-18,Staff
212742,Gal,Melter,1993-04-20,Staff
444061,Gal,Merks,1993-10-21,Staff
477571,Gal,Osgood,1987-11-29,Engineer
19012,Gal,Panangaden,1987-11-19,Staff
478095,Gal,Perz,1988-09-10,Senior Staff
32449,Gal,Sabnani,1991-07-28,Senior Engineer
10927,Gal,Scallan,1986-09-12,Senior Staff
295647,Gal,Schiettecatte,1995-07-12,Engineer
84283,Gal,Slaats,1999-06-10,Engineer
472720,Gal,Sudbeck,1997-05-18,Engineer
484574,Gal,Thimonier,1996-11-24,Staff
455470,Gal,Toyoshima,1988-12-22,Senior Engineer
405778,Gal,Uludag,1985-07-22,Staff
287107,Gao,Benzmuller,1985-12-15,Senior Engineer
14581,Gao,Condotta,1988-06-28,Engineer
243103,Gao,Coney,1991-11-08,Engineer
463825,Gao,Coombs,1998-02-28,Staff
255943,Gao,Cummings,1986-11-28,Engineer
297536,Gao,Debuse,1987-06-23,Senior Staff
76772,Gao,Garigliano,1991-03-07,Senior Engineer
